Universidad,Facultad,Título,Tipo de Título,Duración,Condiciones de Ingreso,Domicilio,Teléfono,Web,Mail,Disciplina
Universidad Católica de Córdoba,Facultad de Ciencia Política y Relaciones Internacionales,Licenciado en Relaciones Internacionales,Grado,4 Años,Exámen de Ingreso,Av. Armada Argentina 3555 - Córdoba - Córdoba ,(00351) 4938000,www.ucc.edu.ar ,cpolsec@uccor.edu.ar,"Ciencias Políticas, Relaciones Internacionales y Diplomacia"
Universidad Católica de La Plata,Facultad de Derecho y Ciencias Políticas,Licenciado en Ciencia Política y Relaciones Internacionales,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,57 936 - La Plata - Buenos Aires ,(0221) 4393100,www.ucalp.edu.ar ,secretariaderecho@ucalp.edu.ar,"Ciencias Políticas, Relaciones Internacionales y Diplomacia"
Universidad Católica de La Plata,Facultad de Derecho y Ciencias Políticas,Licenciado en Seguridad - Ciclo de Complementación Curricular - MD,Ciclo de Complementación Curricular,2 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,57 936 - La Plata - Buenos Aires ,(0221) 4393100,www.ucalp.edu.ar ,secretariaderecho@ucalp.edu.ar,"Ciencias Políticas, Relaciones Internacionales y Diplomacia"
Universidad Católica de Salta,Facultad de Ciencias Jurídicas,Licenciado en Relaciones Internacionales,Grado,4 Años,Asistencia a Curso de Ingreso o Nivelación,Campo Castañares s/n - Salta - Salta ,(00387) 4268513,http://www.ucasal.net ,cienciasjuridicas@ucasal.edu.ar,"Ciencias Políticas, Relaciones Internacionales y Diplomacia"
Universidad Católica de Salta,Facultad de Ciencias Jurídicas - Sistema de Educación a Distancia,Licenciado en Relaciones Internacionales - MD,Grado,4 Años,Asistencia a Curso de Ingreso o Nivelación,Campo Castañares s/n - Salta - Salta ,(00387) 4268800,http://www.ucasal.net ,sead@ucasal.edu.ar,"Ciencias Políticas, Relaciones Internacionales y Diplomacia"
Universidad Católica de Salta,Facultad de Ciencias Jurídicas - Sistema de Educación a Distancia,Licenciado en Seguridad - Ciclo de Complementación Curricular - MD,Ciclo de Complementación Curricular,2 Años,Asistencia a Curso de Ingreso o Nivelación,Campo Castañares s/n - Salta - Salta ,(00387) 4268800,http://www.ucasal.net ,sead@ucasal.edu.ar,"Ciencias Políticas, Relaciones Internacionales y Diplomacia"
Universidad Católica de Santa Fe,Facultad de Derecho y Ciencia Política,Licenciado en Ciencia Política,Grado,4 Años,Consulte con la Institución,Echagüe 7151 - Santa Fe - Santa Fé ,(00342) 4603030,http://www.ucsf.edu.ar/ ,derecho@ucsf.edu.ar,"Ciencias Políticas, Relaciones Internacionales y Diplomacia"
Universidad Católica de Santa Fe,Facultad de Derecho y Ciencia Política,Licenciado en Relaciones Internacionales,Grado,4 Años,Asistencia a Curso de Ingreso o Nivelación,Echagüe 7151 - Santa Fe - Santa Fé ,(00342) 4603030,http://www.ucsf.edu.ar/ ,derecho@ucsf.edu.ar,"Ciencias Políticas, Relaciones Internacionales y Diplomacia"
Universidad Católica de Santiago del Estero,Departamento Académico San Salvador,Licenciado en Ciencias Políticas,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Lavalle 333 - San Salvador De Jujuy - Jujuy ,(00388) 4236139,http://www.ucse.edu.ar/web/jujuy/sede_jujuy.htm ,hfernandez@ucse.edu.ar,"Ciencias Políticas, Relaciones Internacionales y Diplomacia"
Universidad Católica de Santiago del Estero,Departamento Académico San Salvador,Licenciado en Relaciones Internacionales,Grado,5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Lavalle 333 - San Salvador De Jujuy - Jujuy ,(00388) 4236139,http://www.ucse.edu.ar/web/jujuy/sede_jujuy.htm ,hfernandez@ucse.edu.ar,"Ciencias Políticas, Relaciones Internacionales y Diplomacia"
Universidad Católica de Santiago del Estero,"Facultad de Ciencias Políticas, Sociales y Jurídicas",Licenciado en Ciencias Políticas,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Alsina Y Dalmacio Vélez Sarsfield s/n - Santiago Del Estero - Santiago Del Estero ,(00385) 4211777,http://www.ucse.edu.ar/web/sede_sgo/fcpsj/sc%20fcpsj.htm ,secretariapoliticas@ucse.edu.ar,"Ciencias Políticas, Relaciones Internacionales y Diplomacia"
Universidad Católica de Santiago del Estero,"Facultad de Ciencias Políticas, Sociales y Jurídicas",Licenciado en Relaciones Internacionales,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Alsina Y Dalmacio Vélez Sarsfield s/n - Santiago Del Estero - Santiago Del Estero ,(00385) 4211777,http://www.ucse.edu.ar/web/sede_sgo/fcpsj/sc%20fcpsj.htm ,secretariapoliticas@ucse.edu.ar,"Ciencias Políticas, Relaciones Internacionales y Diplomacia"
Universidad Champagnat,Facultad de Derecho,Licenciado en Relaciones Internacionales,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,BELGRANO 721 - Godoy Cruz - Mendoza ,(00261) 4248443,www.uch.edu.ar ,derecho@uch.edu.ar,"Ciencias Políticas, Relaciones Internacionales y Diplomacia"
Universidad de Belgrano,Facultad de Derecho y Ciencias Sociales,"Licenciado en Ciencia Política, Gobierno y Administración",Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Zabala 1837 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 47885400,www.ub.edu.ar ,ingresos@ub.edu.ar,"Ciencias Políticas, Relaciones Internacionales y Diplomacia"
Universidad de Belgrano,Facultad de Derecho y Ciencias Sociales,Licenciado en Relaciones Internacionales,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Zabala 1837 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 47885400,www.ub.edu.ar ,ingresos@ub.edu.ar,"Ciencias Políticas, Relaciones Internacionales y Diplomacia"
Universidad de Buenos Aires,Facultad de Ciencias Sociales,Licenciado en Ciencia Política,Grado,5 Años,Ingreso Directo,Marcelo T. de Alvear 2230 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 45083619,www.fsoc.uba.ar ,academ@mail.fsoc.uba.ar,"Ciencias Políticas, Relaciones Internacionales y Diplomacia"
Universidad de Ciencias Empresariales y Sociales,Convenio UTN - Resistencia,Licenciado en Ciencia Política y de Gobierno,Grado,4 Años,Consulte con la Institución,Sarmiento 642 - Resistencia - Chaco ,(003624) 447871,www.uces.edu.ar ,informeschaco@uces.edu.ar,"Ciencias Políticas, Relaciones Internacionales y Diplomacia"
Universidad de Ciencias Empresariales y Sociales,Convenio UTN Tucumán,Licenciado en Ciencia Política y de Gobierno,Grado,4 Años,Consulte con la Institución,Lavalle 422 - San Salvador De Jujuy - Jujuy ,(00388) 115305081,www.uces.edu.ar ,jujuy@uces.edu.ar,"Ciencias Políticas, Relaciones Internacionales y Diplomacia"
Universidad de Ciencias Empresariales y Sociales,Facultad de Ciencias Jurídicas y Políticas,Licenciado en Ciencia Política y de Gobierno,Grado,4 Años,Asistencia a Curso de Ingreso o Nivelación,Paraguay 1401 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 48153290,www.uces.edu.ar ,informes@uces.edu.ar,"Ciencias Políticas, Relaciones Internacionales y Diplomacia"
Universidad de Ciencias Empresariales y Sociales,Sede Rafaela,Licenciado en Ciencia Política y de Gobierno,Grado,4 Años,Consulte con la Institución,25 de Mayo 906 - Rafaela - Santa Fé ,(003492) 504198,www.uces.edu.ar ,rafaela@uces.edu.ar,"Ciencias Políticas, Relaciones Internacionales y Diplomacia"
Universidad de Concepción del Uruguay,Centro Regional del Río Paraná,Licenciado en Ciencia Política y de Gobierno,Grado,4 Años,Asistencia a Curso de Ingreso o Nivelación,25 de mayo 46 - Concepcion Del Uruguay - Entre Ríos ,(00343) 4231547,www.ucu.edu.ar ,crrp@ucu.edu.ar,"Ciencias Políticas, Relaciones Internacionales y Diplomacia"
Universidad de Concepción del Uruguay,Facultad de Ciencias Jurídicas y Sociales,Licenciado en Ciencia Política y de Gobierno,Grado,4 Años,Asistencia a Curso de Ingreso o Nivelación,8 de junio 522 - Concepcion Del Uruguay - Entre Ríos ,(003442) 425606,www.ucu.edu.ar ,fcjs@ucu.edu.ar,"Ciencias Políticas, Relaciones Internacionales y Diplomacia"
Universidad de Congreso,Facultad Universidad de Congreso,Analista Universitario en Relaciones Internacionales,Título Intermedio,3 Años,Asistencia a Curso de Ingreso o Nivelación,Av. Colón 90 - Mendoza - Mendoza ,(00261) 4230630,http://www.ucongreso.edu.ar/ ,ucongreso@ucongreso.edu.ar,"Ciencias Políticas, Relaciones Internacionales y Diplomacia"
Universidad de Congreso,Facultad Universidad de Congreso,Licenciado en Relaciones Internacionales,Grado,4.3 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Av. Colón 90 - Mendoza - Mendoza ,(00261) 4230630,http://www.ucongreso.edu.ar/ ,ucongreso@ucongreso.edu.ar,"Ciencias Políticas, Relaciones Internacionales y Diplomacia"
Universidad de la Defensa Nacional,Facultad de la Armada,Licenciado en Recursos Navales para la Defensa con orientación Comando Infantería de Marina,Grado,5 Años,Consulte con la Institución,Maipú 262 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 43172000,www.ara.mil.ar ,rectorado@undef.edu.ar,"Ciencias Políticas, Relaciones Internacionales y Diplomacia"
Universidad de la Defensa Nacional,Facultad de la Armada,Licenciado en Recursos Navales para la Defensa con orientación Comando Naval,Grado,5 Años,Consulte con la Institución,Maipú 262 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 43172000,www.ara.mil.ar ,rectorado@undef.edu.ar,"Ciencias Políticas, Relaciones Internacionales y Diplomacia"
Universidad de la Defensa Nacional,Facultad de la Fuerza Aérea,Licenciado en Conducción de Recursos Aeroespaciales para la Defensa,Grado,4 Años,Consulte con la Institución,Maipú 262 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(00351) 4435000,www.iua.edu.ar ,rectorado@undef.edu.ar,"Ciencias Políticas, Relaciones Internacionales y Diplomacia"
Universidad de la Defensa Nacional,Facultad del Ejército,"Licenciado en Relaciones Internacionales con orientación en Escenarios de Conflictos Internacionales, Misiones de Paz y Desarme - MD",Grado,4 Años,Ingreso Directo,Av Cabildo 65 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 45765652,www.iese.edu.ar ,informes@iue.edu.ar,"Ciencias Políticas, Relaciones Internacionales y Diplomacia"
Universidad del CEMA,Secretaria Académica,Licenciado en Ciencia Política,Grado,4 Años,Exámen de Ingreso,Córdoba 374 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 63143000,www.ucema.edu.ar ,info@ucema.edu.ar,"Ciencias Políticas, Relaciones Internacionales y Diplomacia"
Universidad del CEMA,Secretaria Académica,Licenciado en Relaciones Internacionales,Grado,4 Años,Exámen de Ingreso,Córdoba 374 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 63143000,www.ucema.edu.ar ,info@ucema.edu.ar,"Ciencias Políticas, Relaciones Internacionales y Diplomacia"
Universidad del Salvador,Complejo Educativo Nuestra Señora del Pilar,Licenciado en Ciencia Política,Grado,5 Años,Consulte con la Institución,Champagnat 1599 - Pilar - Buenos Aires ,(002322) 431260,www.usal.edu.ar ,uds-rect@salvador.edu.ar,"Ciencias Políticas, Relaciones Internacionales y Diplomacia"
Universidad del Salvador,Complejo Educativo Nuestra Señora del Pilar,Licenciado en Relaciones Internacionales,Grado,5 Años,Consulte con la Institución,Champagnat 1599 - Pilar - Buenos Aires ,(002322) 431260,www.usal.edu.ar ,uds-rect@salvador.edu.ar,"Ciencias Políticas, Relaciones Internacionales y Diplomacia"
Universidad del Salvador,Facultad de Ciencias Sociales,Licenciado en Ciencia Política,Grado,5 Años,Consulte con la Institución,Tte. Gral. Juan D. Perón 1818 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 43738305,www.usal.edu.ar ,sociales@usal.edu.ar,"Ciencias Políticas, Relaciones Internacionales y Diplomacia"
Universidad del Salvador,Facultad de Ciencias Sociales,Licenciado en Relaciones Internacionales,Grado,5 Años,Consulte con la Institución,Tte. Gral. Juan D. Perón 1818 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 43738305,www.usal.edu.ar ,sociales@usal.edu.ar,"Ciencias Políticas, Relaciones Internacionales y Diplomacia"
Universidad de Palermo,Facultad de Ciencias Sociales,Licenciado en Ciencia Política,Grado,4 Años,Asistencia a Curso de Ingreso o Nivelación,Mario Bravo 1259 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 51994500,www.palermo.edu ,informes@palermo.edu,"Ciencias Políticas, Relaciones Internacionales y Diplomacia"
Universidad de Palermo,Facultad de Ciencias Sociales,Licenciado en Relaciones Internacionales,Grado,4 Años,Asistencia a Curso de Ingreso o Nivelación,Mario Bravo 1259 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 51994500,www.palermo.edu ,informes@palermo.edu,"Ciencias Políticas, Relaciones Internacionales y Diplomacia"
Universidad de San Andrés,Departamento de Ciencias Sociales,Licenciado en Relaciones Internacionales,Grado,4 Años,Exámen de Ingreso,Vito Dumas 284 - Victoria - Buenos Aires ,(011) 47257000,www.udesa.edu.ar ,institucionales@udesa.edu.ar,"Ciencias Políticas, Relaciones Internacionales y Diplomacia"
Universidad de San Pablo T,"Instituto de Estudios Sociales, Politica y Cultura",Licenciado en Ciencia Política,Grado,4 Años,Ingreso Directo,24 de Septiembre 476 - San Miguel De Tucuman - Tucumán ,(00381) 4530630,www.uspt.edu.ar ,eflores@uspt.edu.ar,"Ciencias Políticas, Relaciones Internacionales y Diplomacia"
Universidad de San Pablo T,"Instituto de Estudios Sociales, Politica y Cultura",Licenciado en Relaciones Internacionales,Grado,4 Años,Ingreso Directo,24 de Septiembre 476 - San Miguel De Tucuman - Tucumán ,(00381) 4530630,www.uspt.edu.ar ,eflores@uspt.edu.ar,"Ciencias Políticas, Relaciones Internacionales y Diplomacia"
Universidad Empresarial Siglo 21,Grado,Licenciado en Ciencia Política,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Calle de los Latinos 8555 - Córdoba - Córdoba ,(00810) 5550202,http://www.21.edu.ar/ ,informes@uesiglo21.edu.ar,"Ciencias Políticas, Relaciones Internacionales y Diplomacia"
Universidad Empresarial Siglo 21,Grado,Licenciado en Relaciones Internacionales,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Calle de los Latinos 8555 - Córdoba - Córdoba ,(00810) 5550202,http://www.21.edu.ar/ ,informes@uesiglo21.edu.ar,"Ciencias Políticas, Relaciones Internacionales y Diplomacia"
Universidad Empresarial Siglo 21,Grado,Licenciado en Relaciones Internacionales - MD,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Calle de los Latinos 8555 - Córdoba - Córdoba ,(00810) 5550202,http://www.21.edu.ar/ ,informes@uesiglo21.edu.ar,"Ciencias Políticas, Relaciones Internacionales y Diplomacia"
Universidad Maimónides,"Facultad de Humanidades, Ciencias Sociales y Empresariales",Licenciado en Ciencia Política - MD,Grado,4 Años,Ingreso Directo,Hidalgo 775 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 49051100,www.maimonides.edu ,informes@maimonides.edu,"Ciencias Políticas, Relaciones Internacionales y Diplomacia"
Universidad Maimónides,"Facultad de Humanidades, Ciencias Sociales y Empresariales",Licenciado en Estratégia Contemporánea - MD,Grado,4 Años,Ingreso Directo,Hidalgo 775 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 49051100,www.maimonides.edu ,informes@maimonides.edu,"Ciencias Políticas, Relaciones Internacionales y Diplomacia"
Universidad Maimónides,"Facultad de Humanidades, Ciencias Sociales y Empresariales",Licenciado en Relaciones Internacionales - MD,Grado,4 Años,Ingreso Directo,Hidalgo 775 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 49051100,www.maimonides.edu ,informes@maimonides.edu,"Ciencias Políticas, Relaciones Internacionales y Diplomacia"
Universidad Metropolitana para la Educación y el Trabajo,Facultad de Políticas Públicas y Gestión Ambiental,Licenciado en Políticas Públicas y Gobierno,Grado,4 Años,Ingreso Directo,Sarmiento 2037 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 53546669,www.umet.edu.ar ,info@umet.edu.ar,"Ciencias Políticas, Relaciones Internacionales y Diplomacia"
Universidad Nacional de Avellaneda,Departamento de Ciencias Sociales,"Técnico en Política, Gestión y Comunicación - MD",Otros Pregrados,3 Años,Consulte con la Institución,España 350 - Avellaneda - Buenos Aires ,(0011) 42292430,www.undav.edu.ar ,secacad@undav.edu.ar,"Ciencias Políticas, Relaciones Internacionales y Diplomacia"
Universidad Nacional de Córdoba,Facultad de Ciencias Sociales,Licenciado en Ciencia Política,Grado,5 Años,Consulte con la Institución,Av. Valparaíso &ndash; Ciudad Univesitaria s/n - Córdoba - Córdoba ,(00351) 4334114,www.trabajosocial.unc.edu.ar-www.cea.unc.edu.ar-www.iifap.unc.edu.ar ,academica@ets.unc.edu.ar-iifap@iifap.unc.edu.ar,"Ciencias Políticas, Relaciones Internacionales y Diplomacia"
Universidad Nacional de Cuyo,Facultad de Ciencias Políticas y Sociales,Profesor en Ciencia Política y Administración Pública - Ciclo de Profesorado,Ciclo de Profesorado,3 Semestres,Consulte con la Institución,Centro Univ. - Parque Gral San Martín Sin nro. - Mendoza - Mendoza ,(00261) 4494041,www.fcpys.uncuyo.edu.ar ,root@raiz.uncu.edu.ar,"Ciencias Políticas, Relaciones Internacionales y Diplomacia"
Universidad Nacional de Entre Ríos,Facultad de Trabajo Social,Licenciado en Ciencia Política,Grado,5 Años,Ingreso Directo,Almirante Brown 54 - Paraná - Entre Ríos ,(00343) 4234655,http://www.fts.uner.edu.ar/ ,comunicacion@fts.uner.edu.ar,"Ciencias Políticas, Relaciones Internacionales y Diplomacia"
